Date,Open,High,Low,Close,Adj Close,Volume
2020-03-13,31.180000,33.869999,31.129999,32.930000,32.930000,331620435
2020-03-15,33.750000,33.750000,29.750000,30.410000,30.410000,3821877
2020-03-16,33.750000,33.750000,28.100000,31.730000,31.730000,663525
2020-03-17,28.690001,30.299999,26.629999,28.700001,28.700001,521494
2020-03-18,27.299999,27.600000,20.520000,27.330000,27.330000,912915
2020-03-19,22.820000,28.280001,21.770000,20.830000,20.830000,1079855
2020-03-20,25.590000,28.490000,22.389999,25.910000,25.910000,1092222
2020-03-22,22.660000,23.070000,20.799999,21.540001,21.540001,3636920
2020-03-23,22.709999,24.600000,21.790001,24.450001,24.450001,409601397
2020-03-24,24.139999,25.160000,23.090000,24.549999,24.549999,300012410
2020-03-25,24.830000,25.070000,22.910000,24.309999,24.309999,290110034
2020-03-26,24.170000,24.219999,22.379999,23.049999,23.049999,270451784
2020-03-27,23.080000,23.139999,20.879999,21.840000,21.840000,250723427
2020-03-29,20.930000,20.930000,19.920000,20.280001,20.280001,3327282
2020-03-30,20.490000,20.860001,19.270000,20.480000,20.480000,330406475
2020-03-31,21.290001,21.889999,20.010000,20.280001,20.280001,291017478
2020-04-01,20.549999,21.549999,19.900000,21.190001,21.190001,287464316
2020-04-02,21.250000,27.379999,21.219999,24.770000,24.770000,437151540
2020-04-03,24.110001,29.129999,23.680000,29.000000,29.000000,459935470
2020-04-05,null,null,null,null,null,null
2020-04-06,27.350000,28.240000,25.910000,26.830000,26.830000,383195654
2020-04-07,26.340000,27.240000,23.540001,26.080000,26.080000,686575
2020-04-08,24.920000,26.610001,23.740000,26.410000,26.410000,281838965
2020-04-09,25.950001,28.360001,22.570000,23.190001,23.190001,390788314
2020-04-12,24.600000,24.740000,22.030001,23.190001,23.190001,4891149
2020-04-13,23.870001,24.000000,22.299999,22.920000,22.920000,351557434
2020-04-14,22.709999,22.799999,19.950001,20.860001,20.860001,278725912
2020-04-15,20.610001,20.620001,19.200001,20.290001,20.290001,237443066
2020-04-16,20.010000,20.400000,19.420000,19.900000,19.900000,147195040
2020-04-17,19.709999,19.750000,17.309999,18.120001,18.120001,111353145
2020-04-19,17.559999,17.559999,16.930000,17.040001,17.040001,343713
2020-04-20,15.270000,15.310000,-39.439999,-2.720000,-2.720000,72609436
2020-04-21,1.400000,13.860000,0.010000,9.060000,9.060000,1771636
2020-04-22,13.120000,16.180000,10.260000,11.570000,11.570000,1141771
2020-04-23,15.040000,18.260000,14.450000,17.170000,17.170000,360636800
2020-04-24,17.830000,17.969999,15.640000,17.180000,17.180000,269789277
2020-04-26,16.500000,16.790001,16.440001,16.670000,16.670000,967319
2020-04-27,15.690000,15.690000,11.880000,12.340000,12.340000,282967221
2020-04-28,11.100000,13.850000,10.070000,13.400000,13.400000,411961998
2020-04-29,13.350000,16.780001,12.670000,12.340000,12.340000,510049
2020-04-30,15.640000,19.440001,15.450000,15.060000,15.060000,501420
2020-05-01,19.040001,20.480000,18.070000,18.840000,18.840000,368386
2020-05-03,19.170000,19.530001,18.500000,18.610001,18.610001,1107707
2020-05-04,19.110001,21.420000,18.049999,19.780001,19.780001,286630
2020-05-05,21.809999,26.080000,21.610001,25.790001,25.790001,168837572
2020-05-06,24.430000,25.580000,22.580000,23.780001,23.780001,171213275
2020-05-07,23.980000,26.740000,22.940001,23.590000,23.590000,122681614
2020-05-08,23.879999,24.990000,23.340000,24.629999,24.629999,77581336
2020-05-10,24.500000,24.750000,24.129999,24.660000,24.660000,347100
2020-05-11,24.549999,25.580000,23.670000,24.510000,24.510000,66964302
2020-05-12,24.379999,26.230000,24.219999,25.230000,25.230000,58446322
2020-05-13,25.590000,26.450001,24.790001,25.690001,25.690001,46534496
2020-05-14,25.480000,27.959999,25.440001,27.730000,27.730000,44854164
2020-05-15,27.840000,29.920000,27.690001,29.650000,29.650000,32483447
2020-05-17,29.530001,30.320000,29.530001,30.270000,30.270000,45586
2020-05-18,30.490000,33.439999,30.430000,33.230000,33.230000,15106613
2020-05-19,32.549999,33.150002,31.340000,32.360001,32.360001,1172441
2020-05-20,31.670000,33.779999,31.629999,33.599998,33.599998,162020714
2020-05-21,33.660000,34.660000,33.259998,33.889999,33.889999,165892745
2020-05-22,31.840000,33.639999,31.320000,33.560001,33.560001,234556276
2020-05-24,33.060001,33.090000,32.790001,33.000000,33.000000,460067
2020-05-25,33.599998,34.180000,33.270000,34.000000,34.000000,63305191
2020-05-26,34.180000,34.810001,33.380001,34.029999,34.029999,259033666
2020-05-27,34.200001,34.279999,31.139999,31.730000,31.730000,174923575
2020-05-28,31.350000,34.209999,31.299999,33.610001,33.610001,201396421
2020-05-29,33.150002,35.770000,32.360001,35.320000,35.320000,167705030
2020-05-31,35.270000,35.419998,35.240002,35.299999,35.299999,186579
2020-06-01,35.310001,35.750000,34.270000,35.459999,35.459999,172722029
2020-06-02,35.700001,37.380001,35.549999,37.259998,37.259998,138842394
2020-06-03,37.549999,38.180000,35.880001,36.910000,36.910000,215830430
2020-06-04,36.520000,37.619999,36.419998,37.250000,37.250000,119511139
2020-06-05,37.400002,39.680000,37.310001,38.970001,38.970001,161925648
2020-06-07,39.410000,40.439999,39.279999,40.419998,40.419998,1508496
2020-06-08,39.930000,40.250000,37.959999,38.590000,38.590000,200761658
2020-06-09,38.549999,39.099998,37.070000,38.389999,38.389999,172221895
2020-06-10,38.189999,39.910000,37.730000,38.730000,38.730000,150202639
2020-06-11,38.320000,38.570000,35.410000,35.790001,35.790001,209485989
2020-06-12,35.639999,36.990002,34.880001,36.560001,36.560001,150899143
2020-06-14,36.029999,36.119999,35.330002,35.590000,35.590000,770353
2020-06-15,35.200001,37.439999,34.360001,37.259998,37.259998,167872483
2020-06-16,36.910000,39.060001,36.779999,37.810001,37.810001,146935241
2020-06-17,37.299999,38.750000,37.270000,37.439999,37.439999,99872365
2020-06-18,37.509998,39.500000,37.330002,39.290001,39.290001,39886810
